Liste de la plupart des transistors utilisés :

Reference:	Description:
BFR29	N-FET 30V 10mA Up<4V
BFR35AP	SI-N 12V 30mA 4.9GHz 14dB
BFR36	SI-N 40V 200mA 0.8W 1.3GHz
BFR37	SI-N 30V 50mA 0.25W 1.4GHz
BFR38	SI-P 40V 20mA 0.2W 1GHz
BFR39	SI-N 90V 1A 0.8W >100MHz
BFR40	SI-N 70V 1A 0.8W >100MHz
BFR79	SI-P 90V 1A 0.8W >100MHz
BFR84	N-FET-DG 20V 50MA 0.3W
BFR90	SI-N 15V 30mA 5GHz 19.5dB
BFR90A	SI-N 15V 30mA 5.5GHz 16dB
BFR91	SI-N 12V 50mA 5GHz 18dB
BFR91A	SI-N 12V 50mA 6GHz 14dB
BFR92	SI-N 15V 30mA 5GHz 19.5dB
BFR92A	SI-N 15V 30mA 5.5GHz 16dB
BFR92R	SI-N 15V 30mA 5GHz REVERS
BFR93A	SI-N 15V 50mA 6GHz 14dB
BFR95	SI-N 25V 0.15A 1.5W 3.5GHz
BFR96	SI-N 15V 75mA 5GHz 16dB
BFR96S	SI-N 15V 0.1A 5.5GHz 11dB
BFS17	SI-N 15V 25mA 1GHz E1
BFS19	SI-N 30V 30mA 260MHz
BFS20	SI-N 30V 25mA 450MHz G1
BFS22A	SI-N 3V 0.75A 4W 175MHz
BFS23A	SI-N 36V 0.5A 4.5W 500MHz
BFT25	SI-N 8V 6.5mA 50mW 500NHz
BFT43	SI-N 125/100V 1A 0.8W
BFT45	SI-P 250V 0.5A 0.75W 70MHz
BFT66	SI-N 15V 30mA 4.5GHz 12dB
BFT79	SI-P 90V 1A 0.8W >100MHz
BFT95	SI-P UHF 15V 25mA 3.6-5GHz
BFW10	N-FET 30V 20mA AMPL.
BFW11	N-FET 30V 10mA AMPL.
BFW12	N-FET 30V 5mA AMPL.
BFW16A	SI-N 25V 0.3A 1.5W 1.2GHz
BFW17A	SI-N 25V 0.3A 1.5W 1.1GHz
BFW30	SI-N 10V 0.1A 0.25W 1.6GHz
BFW43	SI-P 150V 0.1A 0.4W 150MHz
BFW44	SI-P 150V 0.1A 0.7W 50MHz
BFW92	SI-N 15V 50mA 0.3W 1.6GHz
BFW92A	SI-N 15V 25mA 3.2GHz 13dB
BFX34	SI-N 60V 5A 0.87W
BFX37	SI-P 90V 0.1A 0.36W 70MHz
BFX38	SI-P 55V 1A 0.8W B>85
BFX40	SI-P 75V 1A 0.8W B>85
BFX48	SI-P 30V 0.1A 0.36W
BFX55	SI-N 60V 0.4A 2.2W 700MHz
BFX85	SI-N 100V 1A 0.8W
BFX89	SI-N 15V 50mA 0.2W 1.3GHz
BFY39	SI-N 45V 0.1A 0.3W 150MHz
BFY50	SI-N 80V 1A 0.7W 55/175ns
BFY51	SI-N 60V 1A 0.7W
BFY52	SI-N 40V 1A 0.8W 100MHz
BFY56	SI-N 60V 1A 0.8W
BFY64	SI-P 40V 0.6A 0.7W
BFY88	SI-N 25V 25mA 850MHz
BFY90	SI-N 15V 25mA 2GHz 8dB
BGX885N	CATV AMPL. 860MHz 17dB
BGY88	CATV AMP. 450MHz 35dB
BGY89	CATV AMP. 450MHz 38dB
BLW32	SI-N 50V 0.65A 10W 3.5GHz
BLW60C	SI-N 18V 9A 100W 650MHz
BLX15	SI-N 110V 6.5A 195W 275MHz
BLY87C	SI-N 36V 1.53A 20W 175MHz
BLY88C	SI-N 18V 3A 36W 850MHz
BLY89C	SI-N 18V 6A 73W 800MHz
BLY93C	SI-N 65V 2A 25W 175MHz
BLY94	SI-N 65V 6A 50W 175MHz
BS107	N-FET 200V 0.13A 0.8W 26R
BS108	N-FET 200V 0.23A 0.8W 8E
BS170	N-FET 60V 0.3A 0.8W 5R
BS208	P-FET 200V 0.2A 0.8W
BS250	P-FET 45V 0.18A 0.83W
BSN254A	N-FET 250V 0.3A 1W <7E
BSN274	N-FET 270V 0.25A 1W <8E
BSN304	N-FET 300V 0.25A 1W <8E
BSR14	SI-N 75V 0.8A <35/285ns
BSR31	SI-P 70V 1A B>100
BSR50	N-DARL 60V 2A 0.8W 350MHz
BSR60	P-DARL 45V 1A 0.8W
BSS123	N-FET 100V 0.17A 13/29ns
BSS38	SI-N 120V 0.1A 0.2W
BSS44	SI-P 65V 5A 5W
BSS52	N-DARL 100V 1A 0.8W
BSS68	SI-P 60/40V 0.8A <50/110ns
BSS89	N-FET 240V 0.3A 1W 6R
BSS91	N-FET 200V 0.35A 1.5W <6E
BSS92	P-FET 200V 0.15A 1W 38/45
BSV52	SI-N 20V 0.1A 225mW 400MHz
BSV80	N-FET 40V 10mA 0.35W
BSV81	N-FET 30V 50mA 0.2W 100E
BSW43	SI-N 60V 0.2A 0.3W B>180
BSW68A	SI-N 150V 2A 5W 130MHz
BSW85	SI-N 75V 0.5A 0.5W 250MHz
BSX20	SI-N 40V 0.5A .36W 7/18ns
BSX26	SI-N 40V 0.5A 0.36W
BSX29	SI-P 12V 0.2A 0.36W 25/35
BSX32	SI-N 65V 1A 0.8W 35/40ns
BSX47	SI-N 120V 1A 5W
BSX52	SI-N 25V 0.2A 0.3W B>180
BSX59	SI-N 45V 1A 0.8W
BSX88	SI-N 40V 0.5A 0.36W
BSY56	SI-N 120V 0.5A 0.8W 100MHz
BTS121A	N-FET 100V 22A 95W 0.1E
BU106	SI-N 325V 10A 50W
BU107	SI-N 300V 10A 50W
BU109	SI-N 330V 10A 85W
BU110	SI-N 150V 10A 30W 15MHz
BU124A	SI-N 400V 10A 50W 6MHz
BU125	SI-N 130/60V 5A 0.8W 100MHz
BU128	SI-N 300/200V 10A 62W
BU133	SI-N 750/250V 3A 30W TO3
BU1506DX	SI-N+D 1500V 5A 32W 0.5US
BU1508AX	SI-N 1500V 8A 35W 0.6US
BU1508DX	SI-N+D 1500V 8A 35W 0.6US
BU180A	SI-N+D 400V 10A
BU180E	N-DARL 1500V 5A 12W
BU189	N-DARL 330V 8A 60W
BU208A	SI-N 1500V 8A 150W THIN B
BU208B	SI-N 700V 5A 80W 7MHz
BU208D	SI-N+D 1500V 8A 150W
BU209	SI-N 1700V 4A 12.5W TO3
BU226	SI-N 2000V 1.5A 10W TO3
BU2506DF	SI-N+D 1500V 5A 45W 0.4us
BU2506DX	SI-N+D 1500V 5A 45W 0.4US
BU2508A	SI-N 1500V 8A 125W 0.4us
BU2508AF	SI-N 1500V 8A 45W 0.4us
BU2508AX	SI-N 1500V 8A 45W 0.4US
BU2508D	SI-N+D 1500V 8A 125W 0.4us
BU2508DF	SI-N+D 1500V 8A 45W 0.4us
BU2508DX	SI-N+D 1500V 8A 45W 0.4us
BU2520AF	SI-N 1500V 10A 45W 0.2us
BU2520AX	SI-N 1500V 10A 45W 0.2us
BU2520DF	SI-N+D 1500V 10A 45W 0.35
BU2520DX	SI-N+D 1500V 10A 45W 0.35
BU2525A	SI-N 1500V 12A 0.2us
BU2525AF	SI-N 1500V 12A 45W 0.2us
BU2525AX	SI-N 1500V 12A 45W 0.2US
BU2525D	SI-N+D 1500V 12A 0.2us
BU2527AF	SI-N 1500V 12A 45W 0.2us
BU2527AX	SI-N 1500V 12A 45W 0.2US
BU2722AF	SI-N 1700V 10A 45W
BU312	SI-N 280/150V 6A 25W
BU325	SI-N 200/200V 3A 25W
BU406	SI-N 400V 7A 65W 0.75us
BU406D	SI-N+D 400V 7A 65W 0.75us
BU407	SI-N 330V 7A 65W 0.75us
BU407D	SI-N+D 330V 7A 65W 0.75us
BU409D	SI-N+D 250V 7A 60W
BU412	SI-N+D 280V 8A
BU413	SI-N 330V 10A 60W TO3
BU414B	SI-N+D 900V 8A 60W
BU415A	SI-N 800V 12A 120W TO3
BU415B	SI-N+D 800V 12A 120W
BU426A	SI-N 900V 6A 114W
BU426E	SI-N 800V 6A 70W TO220
BU426V	SI-N 800/375V 6A 70W
BU433	SI-N 375V 6A 70W
BU500	SI-N 1500V 6A 75W
BU500D	SI-N+D 1500/700V 6A 75W
BU505	SI-N 1500V 2.5A 75W 0.9us
BU505D	SI-N+D 1500V 2.5A 75W
BU505DF	SI-N+D 1500V 2.5A 20W
BU506	SI-N 700V 5A 100W POWER
BU506D	SI-N+D 700V 5A 100W POWER
BU506DF	SI-N+D 1500V 5A 20W POWER
BU508A	SI-N 1500V 8A 125W 0.7us
BU508A	SI-N 1500V 8A 125W 0.7us
BU508A	SI-N 1500V 8A 125W 0.7us
BU508AF	SI-N 1500V 8A 34W 0.7us
BU508AF	SI-N 1500V 8A 34W 0.7us
BU508AF	SI-N 1500V 8A 34W 0.7us
BU508D	SI-N+D 1500V 8A 125W 0.7us
BU508D	SI-N+D 1500V 8A 125W 0.7us
BU508DF	SI-N+D 1500V 8A 34W 0.7us
BU508DF	SI-N+D 1500V 8A 34W 0.7us
BU508DR	SI-N+D 1500V 8A 125W
BU522	N-DARL 400/375V 7A 75W
BU526	SI-N 800V 8A 86W
BU536	SI-N 1100V 8A 62W
BU546	SI-N 1350V 6A 100W TO3
BU603	SI-N 1350V 5A 100W 0.7us
BU606D	SI-N+D 400V 7A 90W
BU608	SI-N 400V 6A 90W TO3
BU608D	SI-N+D 400V 7A 90W
BU626A	SI-N 1000V 10A 100W
BU705	SI-N 1500V 2.5A 75W 0.7us
BU706DF	SI-N+D 1500V 5A 32W 0.7us
BU706F	SI-N 1500V 5A 32W 0.7us
BU801	SI-N+D 600V 3A 40W
BU806	N-DARL+D 400V 8A 60W 0.35
BU806FI	SI-N+D 400V 8A
BU808DF	N-DARL+D 1500/700V 5A 50W
BU810	N-DARL+D 600V 7A 75W
BU824	N-DARL+D 650V 0.5A
BU826	N-DARL+D 800V 6A 125W 0.2
BU826A	N-DARL+D 900V 6A 125W 0.2
BU920P	N-DARL 350V 10A 120W
BU921P	SI-N 400/450V 10A 120W
BU931	SI-N 500V 15A 175W
BU931T	SI-N 450V 10A 125W
BU932	N-DARL 500V 15A 175W
BU932P	N-DARL 500V 15A 125W
BU941P	N-DARL 500V 15A 150W
BU941ZP	N-DARL 350V 15A 150W
BUF405A	SI-N 1000/450V 7.5A 80W
BUF405AF	SI-N 1000V 7.5A ISOLATED
BUF410	SI-N 850V 15A 125W
BUH1015	SI-N 1500V 14A 160W 0.11us
BUH1015HI	SI-N 1500V 14A 70W 0.11us
BUH1215	SI-N 1500V 19A 200W 0.11us
BUH315	SI-N 1500V 5A 50W
BUH315D	SI-N+D 1500/700V 5A 50W
BUH515	SI-N 1500V 8A 60W 3.9us
BUH515D	SI-N+D 1500/700V 8A 60W
BUH517	SI-N 1700V 8A 60W 3.9us
BUH517D	SI-N+D 1700/700V 8A 60W
BUH715	SI-N 1500V 10A 60W
BUL310	SI-N 1000V 5A 75W 0.4us
BUL310PI	SI-N 1000V 5A 35W 0.4us
BUL45	SI-N 400V 5A 75W 12MHz
BUL54A	SI-N 1000V 4A 65W 20MHz
BUL810	SI-N 1000V 15A 125W
BUR51	SI-N 300/200V 60A 350W
BUR52	SI-N 350/250V 60A 350W
BUS14A	SI-N 1000/450V 30A 250W
BUS23	SI-N 300V 15A 175W
BUS48A	SI-N 1000V 15A 175W
BUS48AP	SI-N 1000V 15A 125W
BUS98A	SI-N 450V 30A 250W
BUT11A	SI-N 1000V 5A 100W 0.8us
BUT11A	SI-N 1000V 5A 100W 0.8us
BUT11AF	SI-N 1500V 5A 20W 0.8us
BUT12A	SI-N 1000V 8A 125W 0.8us
BUT12AF	SI-N 1000V 8A 23W 0.8us
BUT13	N-DARL+D 400V 28A 175W
BUT18A	SI-N 1000/450V 6A 110W 0.
BUT18AF	SI-N 1000V 6A 33W 0.8us
BUT30V	SI-N 200/125V 100A 250W
BUT34	N-DARL+D 850V 50A 250W
BUT56A	SI-N 1000V 8A 100W
BUT57	N-DARL+D 400V 15A 110W B>
BUT70	SI-N 200V 40A 200W
BUT72	SI-N 400V 40A 200W
BUT76A	SI-N 1000V 10A 100W 0.8us
BUT90	SI-N 200V 50A 250W
BUT92	SI-N 350/250V 50A 250W
BUT93	SI-N 600V 4A 55W 9MHz
BUV18	SI-N 120V 47A 250W 1.5us
BUV20	SI-N 160V 50A 250W 1.5us
BUV21	SI-N 250/200V 40A 250W
BUV23	SI-N 325V 40A 250W
BUV24	SI-N 400V 30A 250W
BUV25	SI-N 500V 20A 250W
BUV26	SI-N 180V 14A 85W 1.8us
BUV26A	SI-N 200V 20A 85W
BUV27	SI-N 240V 12A 65W 40ns
BUV28	SI-N 400V 10A 65W 40ns
BUV28A	SI-N 450V 10A 65W 40NS
BUV46A	SI-N 1000/450V 6A 85W
BUV48A	SI-N 1000V 15A 150W 0.8us
BUV48AF	SI-N 1000V 15A 65W
BUV48C	SI-N 1200/700V 15A 150W
BUV48CF	SI-N 1200V 15A 65W
BUV50	SI-N 250V 25A 150W
BUV56A	SI-N 1000V 10A 70W
BUV61	SI-N 300V 50A 250W
BUV70	SI-N 1300/550V 10A 140W
BUV90	N-DARL+D 650V 10A 125W
BUV93	SI-N 600/350V 2A 15W 12MHz
BUV98A	SI-N 1000V 30A 150W 5MHz
BUW11A	SI-N 1000V 5A 100W 0.8us
BUW11AF	SI-N 1000V 5A 32W 0.8us
BUW12	SI-N 850V 8A 125W 0.8us
BUW12A	SI-N 1000V 8A 125W 0.8us
BUW12F	SI-N 850V 8A 34W 0.8us
BUW13	SI-N 850V 15A 175W 0.8us
BUW13A	SI-N 1000V 15A 175W 0.8us
BUW23	SI-P 450V 10A 125W <300NS
BUW26	SI-N 800V 10A 125W 20MHz
BUW42	SI-P 400V 15A 150W
BUW48	SI-N 120V 30A 150W 1.5us
BUW49	SI-N 160V 30A 150W
BUW50	SI-N 250V 25A 150W TO-218
BUW72	SI-N 450V 10A 100W
BUW81A	N-DARL 800V 10A 80W
BUW84	SI-N 800V 2A 50W 0.4us
BUW85	SI-N 1000V 2A 50W 0.4us
BUX10	SI-N 160V 25A 150W 1.5us
BUX12	SI-N 300V 20A 150W
BUX13	SI-N 400V 15A 150W >8MHz
BUX20	SI-N 160V 50A 350W 1.5us
BUX22	SI-N 300V 40A 250W POWSWI
BUX23	SI-N 400/325V 30A 350W
BUX24	SI-N 450/400V 20A 350W >8
BUX32B	SI-N 1000V 8A 150W
BUX37	N-DARL 400V 15A 35W
BUX39	SI-N 120/90V 30A 120W 8MHz
BUX40	SI-N 160V 20A 120W 1.2us
BUX41	SI-N 250V 15A 120W
BUX41N	SI-N 220/160V 18A 120W
BUX42	SI-N 300V 12A 120W
BUX48A	SI-N 1000V 15A 175W 0.8us
BUX51	SI-N 300/200V 3.5A 10W >8
BUX54	SI-N 450V 2A 10W >8MHz
BUX55	SI-N 450V 2A 10W 8MHz
BUX66	SI-P 200/150V 2A 35W >20MHz
BUX77	SI-N 100V 5A 40W >2.5MHz
BUX80	SI-N 800V 10A 100W
BUX81	SI-N 1000V 10A 100W
BUX82	SI-N 800V 6A 60W
BUX84	SI-N 800V 2A 40W 0.4us
BUX85	SI-N 1000V 2A 40W 0.4us
BUX85F	SI-N 1000V 2A 18W 0.4us
BUX86P	SI-N 800V 0.5A 20W 0.4us
BUX87	SI-N 1000V 0.5A 20W 0.4us
BUX87P	SI-N 1000V 0.5A 20W 0.4us
BUX88	SI-N 1500V 12A 160W 7MHz
BUX98A	SI-N 450V 30A 250W
BUX98C	SI-N 1200V 30A 250W 5MHz
BUY18S	SI-N 80/40V 10A 20W
BUY47	SI-N 150/120V 7A 10W 90MHz
BUY49P	SI-N 250V 3A 10W
BUY49S	SI-N 250V 3A 10W 50MHz
BUY69A	SI-N 1000V 10A 100W 1us
BUY70A	SI-N 1000/400V 10A 75W
BUY71	SI-N 2200V 2A 40W HORDEFL
BUY72	SI-N 280/200V 10A 60W
BUY89	SI-N 1500V 6A 80W
BUZ10	N-FET 50V 20A 80W 0.08R
BUZ100	N-FET 50V 60A 250W 0.18E
BUZ11	N-FET 50V 36A
BUZ11A	N-FET 50V 27A 90W 0.055R
BUZ14	N-FET 50V 39A 125W
BUZ15	N-FET 50V 45A 125W
BUZ171	P-FET 50V 8A 40W 0.3R
BUZ21	N-FET 100V 21A
BUZ215	N-FET 500V 5A 75W <1E5
BUZ22	N-FET 100V 34A 125W 0.055
BUZ30A	N-FET 200V 7A 75W
BUZ310	N-FET 1000V 2.5A 75W <5E
BUZ325	N-FET 400V 12.5A 125W
BUZ326	N-FET 400V 10.5A 125W
BUZ330	N-FET 500V 9.5A 125W 0E6
BUZ332	N-FET 600V 8.5A 150W 0.8R
BUZ332A	N-FET 600V 8A 150W 0.9E
BUZ338	N-FET 500V 13.5A 180W
BUZ341	N-FET 200V 33A 170W 0.07E
BUZ345	N-FET 100V 41A 150W
BUZ349	N-FET 100V 32A 125W
BUZ380	N-FET 1000V 5.5A 125W 140
BUZ384	N-FET 500V 10.5A 125W
BUZ50A	N-FET 1000V 2.5A 75W 5E
BUZ71	N-FET 50V 18A 80W 0.1R
BUZ71AF	N-FET 50V 11A 35W 0.12R
BUZ72A	N-FET 100V 11A
BUZ72AF	N-FET 100V 10A 40W ISOLAT
BUZ73	N-FET 200V 7A 40W 0.4R
BUZ73A	N-FET 200V 5.8A 40W 0.6R
BUZ90	N-FET 600V 4.5A 70W <1E6
BUZ900	N-FET 160V 8A 125W
BUZ901	N-FET 200V 8A 125W
BUZ905	P-FET 160V 8A 125W
BUZ906	P-FET 200V 8A 125W
BUZ90A	N-FET 600V 4A 75W 2R
BUZ90AF	N-FET 600V 4.3A 75W
BUZ91A	N-FET 600V 8A 150W 0.9R
BUZ93	N-FET 600V 3.6A 80W <2E5
CA3018	DARLINGTON BJT ARRAY
D44H11	SI-N 80V 10A 50W 50MHz
D44H8	SI-N 60V 10A 50W
D45H11	SI-N 80V 10A 50W 0.5us
DTA114EK	SI-P 50V 0.1A 0.2W 10K/10
DTA114ES	SI-P 50V 0.1A 10K/10KOHM
DTA114TL	SI-P 50V 0.1A 10KOHM
DTA114YL	SI-P 50V 0.1A 10K/47KOHM
DTA124ES	SI-P 50V 0.1A 22K/22KOHM
DTA124XS	SI-P 50V 0.1A 22K/47KOHM
DTA143EK	SI-P 50V 0.1A 0.2W 47/47K
DTA143ES	SI-P 50V 0.1A 4K7/4K7OHM
DTA144EK	SI-P 50V 0.1A 0.2W 47K/47
DTA144ES	SI-P 50V 0.1A 47K/47K
DTA144TS	SI-P 50V 0.1A 0.3W Rb=47K
DTC114ES	SI-N 50V 0.1A 10K/10KOHM
DTC114TS	SI-N 50V 0.1A 10K
DTC114YS	SI-N 50V 0.1A 10K/47K
DTC124EK	SI-N 50V 0.1A 0.2W 22/22K
DTC124ES	SI-N 50V 0.1A 22K/22KOHM
DTC143EK	SI-N 50V 0.1A 0.2W 4K7/4K
DTC143ES	SI-N 50V 0.1A 4K7/4K7OHM
DTC143TS	SI-N 50V 0.1A 4K7OHM
DTC143XS	SI-N 50V 0.1A 0.3W 4.7K/1
DTC144EK	SI-N 50V 0.1A 0.2W 47/47K
DTC144ES	SI-N 50V 0.1A 47K/47KOHM
DTC144EU	SI-N 50V 0.1A 0.2W 47/47K
DTC144TS	SI-N 50V 0.1A 0.3W 47KOhm
DTC144WS	SI-N 50V 0.1A 0.2W 47/22K
ESM6045DV	N-DARL+D 450V 84A 250W
FT5754M	DARLINGTON ARRAY
FT5764M	DARLINGTON ARRAY
GD243	GE-P 65V 3A 10W
GT20D101	N-IGBT 250V 20A 180W
GT20D201	P-IGBT 250V 20A 250W
H6N80	N-FET 800V 4.2A 170W 1E9
HPA100R	SI-N+D 1500V 10A 150W 0.2
HPA150R	SI-N+D 1500V 15A 180W 0.2
IR2403	DARL.ARRAY 7x45V 0.4A
IR2422	7XDARLINGTON TRAN. ARRAY
IRF120	N-FET 100V 9.2A 60W <58/5
IRF140	N-FET 100V 28A 150W 0E77
IRF230	N-FET 200V 9A 75W <0E4
IRF240	N-FET 200V 18A 125W
IRF250	N-FET 200V 30A 150W
IRF330	N-FET 400V 5.5A 75W <1E
IRF340	N-FET 400V 10A 125W <62/1
IRF350	N-FET 400V 13A 150W 0.4E
IRF440	N-FET 500V 8A 125W <0E85
IRF450	N-FET 500V 13A 150W
IRF520	N-FET 100V 10A 70W 0.27R
IRF530	N-FET 100V 16A 90W 0.16R
IRF540	N-FET 100V 28A 150W 0.077
IRF630	N-FET 200V 9A 75W 0.4E
IRF640	N-FET 200V 18A 125W 0.18R
IRF644	N-FET 250V 14A 125W
IRF730	N-FET 400V 5.5A 100W 1.0R
IRF740	N-FET 400V 10A 125W 0.55R
IRF740F	N-FET 400V 5.5A 40W
IRF820	N-FET 500V 3A 75W 3.0R
IRF830	N-FET 500V 4.5A 100W 1.5R
IRF830F	N-FET 500V 3A 35W 1.5R
IRF840	N-FET 500V 4.5A 40W 0.85R
IRF840F	N-FET 500V 4.5A 40W 0.85R
IRF9140	P-FET 100V 19A 125W
IRF9240	P-FET 200V 11A 125W
IRF9530	P-FET 100V 12A 88W 0.3R
IRF9540	P-FET 100V 19.0A 150W 0R2
IRF9610	P-FET 200V 1.75A 20W 3R0
IRF9620	P-FET 200V 3.5A 40W 1R5
IRF9630	P-FET 200V 6.5A 75W 0R8
IRF9640	P-FET 200V 11A 125W 0R5
IRFBC30	N-FET 600V 3.9A 100W 2R2
IRFBC40	N-FET 600V 6.2A 125W 1R2
IRFBE30	N-FET 800V 4.1A 125W <3E
IRFD120	N-FET 100V 1.3A 1.3W
IRFD9120	P-FET 100V 1A 1.3W
IRFD9220	P-FET 200V 0.6A 1E5 1W <9
IRFF120	N-FET 100V 6A 20W 0.3E
IRFP054	N-FET 60V 70A 230W <0E014
IRFP064	N-FET 60V 70A 300W
IRFP140	N-FET 100V 31A 180W OE77
IRFP150	N-FET 100V 40A 180W 0E55
IRFP240	N-FET 200V 20A 150W 0E18
IRFP250	N-FET 200V 33A 180W
IRFP340	N-FET 400V 11A 150W
IRFP350	N-FET 400V 18A 250W 0E3
IRFP360	N-FET 400V 28A 410W 0.2E
IRFP450	N-FET 500V 14A 180W 0E4
IRFP460	N-FET 500V 25A 410W OE27
IRFP9140	P-FET 100V 19A 150W OE2
IRFP9240	P-FET 200V 12A 150W
IRFPC40	N-FET 600V 6.8A 150W 1.2E
IRFPC50	N-FET 600V 13A 250W 0.60E
IRFPE40	N-FET 800V 5.4A 150W <2E
IRFPE50	N-FET 900V 7.8A 190W <1E2
IRFPF40	N-FET 900V 4.7A 150W <2E5
IRFPF50	N-FET 900V 6.7A 190W <1E6
IRFR9024	P-FET 60V 9.6A 50W 0.28W
IRFZ20	N-FET 50V 15A 40W <120/70
IRFZ44	N-FET 60V 46A 250W 0E028
IRFZ48	N-FET 60V 50A 250W 0.018E
ITT9013G	SI-N 30V 0.5A 100MHz
J111	N-FET 40V 50mA 0.4W 30E
J300	N-FET 25V 6mA 0.35W
J309	N-FET 25V 30mA Up<4V VHF
J310	N-FET 25V 60mA Up<6.5V VH
KSA708	SI-N 80V 0.7A 0.8W 50MHz
KSA733	SI-P 60V 0.15A 0.25W 50MHz
KSC2316	SI-N 120V 0.8A 0.9W 120MHz
KSC2328A	SI-N 30V 2A 1W 120MHz
KSC2330	SI-N 300V 0.1A 50MHz
KSC2331	SI-N 80V 0.7A 1W 30MHz
KTA1273	SI-P 30V 2A 1W 120MHz
KTC3198	SI-N 60V 0.15A 0.4W 130MHz
KTC9012	SI-P 30V 0.5A 0.625W
KTC9013	SI-N 30V 0.5A 0.625W
KTC9014	SI-N 50V 0.15A 0.625W
KTC9015	SI-P 50V 0.15A 0.625W
KTC9018	SI-N 30V 20mA 0.2W 500MHz
KTD1351	SI-N 60V 3A 30W 3MHz
LM394CH	SUPERMATCH TRANS.PR.
LM394H	SUPERMATCH TRANS.PR.
LM395T	BLOWOUT RESIST. TRANSISTO
M54661P	4xTRANS.ARRAY+DIODE 1.5A
MAT02FH	2xSI-N 40V 20mA 0.5W 450MHz
MGF1302	N-FET 6V 0.1A 0.3W 4GHz
MJ10001	N-DARL+D 500V 20A 175W B>
MJ10005	N-DARL+D 500/400V 20A 175
MJ1001	N-DARL 80V 8A 90W
MJ10012	N-DARL+D 600V 10A 175W
MJ10016	N-DARL+D 500V 50A 250W 1us
MJ11015	P-DARL 120V 30A 200W
MJ11016	N-DARL 120V 30A 200W
MJ11032	N-DARL 120V 50A 300W
MJ11033	P-DARL 120V 50A 300W
MJ15003	SI-N 140V 20A 250W 3MHz
MJ15004	SI-P 140V 20A 250W 3MHz
MJ15015	SI-N 120V 15A 180W 0.8MHz
MJ15016	SI-P 120V 15A 180W 0.8MHz
MJ15022	SI-N 350/200V 16A 250W
MJ15023	SI-P 350V 16A 250W 4MHz
MJ15024	SI-N 250V 16A 250W
MJ15025	SI-P 400V 16A 250W 4MHz
MJ16018	SI-N 1500V 10A 175W
MJ2501	P-DARL 80V 10A 150W
MJ2955	SI-P 100V 15A 150W 4MHz
MJ3001	N-DARL 80V 10A 150W
MJ4032	P-DARL 100V 10A 150W
MJ4035	N-DARL 100V 16A 150W
MJ413	SI-N 400V 10A 125W > 2.5MHz
MJ4502	SI-P 100V 30A 200W
MJ802	SI-N 90V 30A 200W
MJE13004	SI-N 300V 4A 75W TO220
MJE13005	SI-N 300V 8A 75W
MJE13005	SI-N 300V 8A 75W
MJE13007	SI-N 400V 8A 80W
MJE13009	SI-N 400V 12A 100W
MJE15030	SI-N 150V 8A 50W 30MHz
MJE15031	SI-P 150V 8A 50W 30MHz
MJE18004	SI-N 450V 5A 100W 13MHz
MJE18006	SI-N 450V 6A 100W 14MHz
MJE18008	SI-N 450V 8A 125W 0.3US
MJE210	SI-P 40V 5A 15W >65MHz
MJE243	SI-N 100V 4A 15W >40MHz
MJE253	SI-P 100V 4A 15W >40MHz
MJE270	N-DARL 100V 2A 15W >16MHz
MJE271	P-DARL 100V 2A 15W B>1K5
MJE2955T	SI-P 70V 10A 90W AFPOWER
MJE3055T	SI-N 70V 10A 90W AFPOW.
MJE340	SI-N 300V 0.5A 20W VIDPOW
MJE350	SI-P 300V 0.5A 20W VIDPOW
MJE5850	SI-P 350/300V 8A 80W
MJE800	N-DARL+D 60V 4A 40W B>750
MJE8502	SI-N 700V 5A 80W B>750
MJF18004	SI-N 450V 5A 35W 13MHz
MJF18008	SI-N 450V 8A 45W 0.3us
MJF18204	SI-N 600V 5A 35W 13MHz
MJW16018	SI-P 800V 10A 150W 3MHz
MJW16206	SI-N 1200V 12A 150W 3MHz
MJW16212	SI-N 650V 10A 150W
MPF102	N-FET 25V 2mA Up<8V
MPS3640	SI-P 12V 80mA 635mW 500MHz
MPSA06	SI-N 80V 0.5A 0.625W DRIV
MPSA10	SI-N 40V 0.1A 0.21W 50MHz
MPSA12	N-DARL 20V 0.5A 0.625W
MPSA14	SI-N 30V 0.5A 0.625W
MPSA18	SI-N 45V 0.2A 625mW 100MHz
MPSA42	SI-N 300V 0.5A 0.625W
MPSA44	SI-N 500V 0.3A 625mW 20MHz
MPSA56	SI-P 80V 0.5A 0.625W DRIV
MPSA70	SI-P 40V 0.1A 0.35W >125MHz
MPSA92	SI-P 300V 0.5A 0.625W
MPSH10	SI-N 25V 40mA 0.35W 650MHz
MRF237	SI-N 36V 0.6A 4W 174MHz
MRF455	SI-N 36V 15A 60W 30MHz
MRF475	SI-N 20V 4A 4W 50MHz
ON4359	N-DARL+D 120V 4A 40W >10MHz
P6N60	N-FET 600V 6A 125W 1E8
PH2222A	SI-N 75V 0.8A 0.5W PLASTI
PH2369	SI-N 15V 0.5A 0.5W 12/18ns
PN2222A	SI-N 75V 0.8A 0.5W PLASTI
PN2907	SI-P 40V 0.6A 0.4W PLASTI
PN2907A	SI-P 60V 0.6A 0.4W PLASTI
PN3563	SI-N 30V 50mA 0.2W 600MHz
PN3638	SI-P 25V 0.5A 0.625W 100MHz
R1004	SI-N 50V 0.1A 47K/47K
